mark,model,pokolenie,car_type,год выпуска,Цена,Пробег,Цвет,"Выбросы CO2, г/км",Высота,"Диаметр цилиндра и ход поршня, мм",Длина,Задние тормоза,Класс автомобиля,Клиренс,Количество дверей,Количество мест,Количество передач,Количество цилиндров,Колёсная база,Коробка,Коробка передач,"Максимальная мощность, л.с./кВт при об/мин","Максимальная скорость, км/ч","Максимальный крутящий момент, Н*м при об/мин",Марка топлива,Мощность,Объем,"Объем багажника мин/макс, л","Объем двигателя, см³","Объём топливного бака, л",Передние тормоза,"Полная масса, кг",Привод,Разгон,"Разгон до 100 км/ч, с",Размер колёс,Расположение двигателя,Расположение цилиндров,Расход,"Расход топлива, л город/трасса/смешанный",Система питания двигателя,"Снаряженная масса, кг",Степень сжатия,Страна марки,Тип двигателя,Тип задней подвески,Тип наддува,Тип передней подвески,Тип привода,Топливо,Число клапанов на цилиндр,Ширина,Ширина задней колеи,Ширина передней колеи,Экологический класс,Оценка безопасности,Название рейтинга
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2002,200 000 ₽,287000,серебристый,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2004,237 000 ₽,250000,чёрный,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2004,140 000 ₽,167778,чёрный,nan,1445,80 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,116 / 85 при 5600,186,163 при 4000,АИ-95,116 л.с.,1.8 л,460,1769,60,дисковые вентилируемые,1735,передний,10.8 с,10.8,185/65/R15,"переднее, поперечное",рядное,7.5 л,10.4/6/7.5,распределенный впрыск (многоточечный),1115,9.5,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2006,179 000 ₽,173806,чёрный,nan,1445,80 × 88,4436,дисковые,C,165,4,5,4,4,2535,автомат,автомат,116 / 85 при 5600,180,163 при 4000,АИ-95,116 л.с.,1.8 л,460,1769,60,дисковые вентилируемые,1735,передний,11.2 с,11.2,185/65/R15,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1115,9.5,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,229 000 ₽,159680,серебристый,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,205 000 ₽,305000,красный,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,430 000 ₽,21400,синий,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2004,190 000 ₽,200000,серебристый,nan,1445,80 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,116 / 85 при 5600,186,163 при 4000,АИ-95,116 л.с.,1.8 л,460,1769,60,дисковые вентилируемые,1735,передний,10.8 с,10.8,185/65/R15,"переднее, поперечное",рядное,7.5 л,10.4/6/7.5,распределенный впрыск (многоточечный),1115,9.5,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,190 000 ₽,169000,голубой,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2003,185 000 ₽,271000,серебристый,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,215 000 ₽,153026,зелёный,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2004,160 000 ₽,259365,серый,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,195 000 ₽,297000,чёрный,nan,1445,80 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,116 / 85 при 5600,186,163 при 4000,АИ-95,116 л.с.,1.8 л,460,1769,60,дисковые вентилируемые,1735,передний,10.8 с,10.8,185/65/R15,"переднее, поперечное",рядное,7.5 л,10.4/6/7.5,распределенный впрыск (многоточечный),1115,9.5,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Nissan ,Almera ,II (N16) Рестайлинг 2002 – 2006 ,Седан ,2005,215 000 ₽,230000,серый,nan,1445,73.6 × 88,4436,дисковые,C,165,4,5,5,4,2535,механика,механика,98 / 72 при 6000,177,136 при 4000,АИ-95,98 л.с.,1.5 л,460,1497,60,дисковые вентилируемые,1690,передний,13.1 с,13.1,185/65/R15,"переднее, поперечное",рядное,6.6 л,8.7/5.5/6.6,распределенный впрыск (многоточечный),1105,9.9,Япония,бензин,"полунезависимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1695,1455,1470,nan,nan,nan
Toyota ,Corolla ,VIII (E110) 1995 – 2000 ,Лифтбек ,1997,184 900 ₽,400000,синий,nan,1379,86 × 85,4270,барабанные,C,119,5,5,5,4,2460,механика,механика,72 / 53 при 4600,165,131 при 2600,ДТ,72 л.с.,2.0 л,372/1100,1975,50,дисковые вентилируемые,1650,передний,14.4 с,14.4,175/65/R14,"переднее, поперечное",рядное,nan,nan,nan,1135,23,Япония,дизель,"независимая, пружинная",нет,"независимая, пружинная",передний,ДТ,2,1690,1450,1460,nan,3 / 5,EuroNCAP
Toyota ,Corolla ,VIII (E110) 1995 – 2000 ,Лифтбек ,1998,220 000 ₽,486000,чёрный,nan,1379,79 × 82,4270,nan,C,150,5,5,4,4,2460,автомат,автомат,110 / 81 при 6000,175,150 при 4800,АИ-95,110 л.с.,1.6 л,372/1100,1598,50,дисковые вентилируемые,1650,передний,12.6 с,12.6,175/65/R14,"переднее, поперечное",рядное,8.7 л,12.1/6.8/8.7,распределенный впрыск (многоточечный),1100,10.5,Япония,бензин,nan,нет,"независимая, пружинная",передний,АИ-95,4,1690,1450,1460,nan,3 / 5,EuroNCAP
Toyota ,Corolla ,VIII (E110) 1995 – 2000 ,Лифтбек ,1997,170 000 ₽,367166,синий,nan,1379,79 × 82,4270,nan,C,150,5,5,4,4,2460,автомат,автомат,110 / 81 при 6000,175,150 при 4800,АИ-95,110 л.с.,1.6 л,372/1100,1598,50,дисковые вентилируемые,1650,передний,12.6 с,12.6,175/65/R14,"переднее, поперечное",рядное,8.7 л,12.1/6.8/8.7,распределенный впрыск (многоточечный),1100,10.5,Япония,бензин,nan,нет,"независимая, пружинная",передний,АИ-95,4,1690,1450,1460,nan,3 / 5,EuroNCAP
Toyota ,Corolla ,VIII (E110) 1995 – 2000 ,Лифтбек ,1999,180 000 ₽,408000,зелёный,nan,1379,74 × 77.4,4270,барабанные,C,150,5,5,5,4,2460,механика,механика,85 / 63 при 5400,175,120 при 4200,АИ-95,85 л.с.,1.3 л,372/1100,1332,50,дисковые вентилируемые,1580,передний,12.5 с,12.5,175/65/R14,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1035,10,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1690,1450,1460,nan,3 / 5,EuroNCAP
Toyota ,Corolla ,VIII (E110) 1995 – 2000 ,Лифтбек ,1998,160 000 ₽,380000,синий,nan,1379,74 × 77.4,4270,барабанные,C,150,5,5,5,4,2460,механика,механика,85 / 63 при 5400,175,120 при 4200,АИ-95,85 л.с.,1.3 л,372/1100,1332,50,дисковые вентилируемые,1580,передний,12.5 с,12.5,175/65/R14,"переднее, поперечное",рядное,nan,nan,распределенный впрыск (многоточечный),1035,10,Япония,бензин,"независимая, пружинная",нет,"независимая, пружинная",передний,АИ-95,4,1690,1450,1460,nan,3 / 5,EuroNCAP
